STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,REF_AREA,Fréquence d'observation,MEASURE,Mesure,CATEGORY,Catégorie de recettes provenant des taxes liées à l'environnement,DOMAIN,Domaine de recettes provenant des taxes liées à l'environnement,UNIT_MEASURE,Unit of measure,ACTIVITY,Activité économique,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,PRICE_BASE,Type de prix,OBS_STATUS,Statut d'observation,OBS_STATUS_2,Statut d'observation 2,DECIMALS,Décimales,UNIT_MULT,Multiplicateur d'unité,REF_YEAR_PRICE,Reference year price,CURRENCY,Currency
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,197.98434100101,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,3402.32849118157,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,2427.7199577038,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,205.583077886971,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,522.619387931505,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,148.327823149047,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,MLT,Malte,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,154.386589581244,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ROU,Roumanie,TAXREV,Tax revenue,CAT_TRA,Assiette relatives aux taxes sur le transport,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,331.665911734213,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,5849.39633817721,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,8632.16632299169,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,3883.10369923201,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,6784.71667561798,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,625.489123611052,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,5049.69452451621,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,51934.81310736,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,53579.671955109,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,GRC,Grèce,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,5784.73390395615,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,2777.11248908803,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,3465.89768728221,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ITA,Italie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,53548.6786524596,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,867.918759072546,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,769.186448769643,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,940.443507895479,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,14790.4467857487,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,10585.1878630951,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,PRT,Portugal,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,4019.68302853283,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVK,République slovaque,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,1954.63406298713,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,1695.25009476312,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,17181.3587044149,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,9032.12742847742,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,1401.97067964363,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,1681.25299674844,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,483.606211696873,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,MLT,Malte,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,160.026944736958,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ROU,Roumanie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,4665.22431651368,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,5787.66130863476,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,7796.71700256288,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,3624.73404713645,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,6678.12433981143,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,554.146461500044,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,4649.97060796213,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,42756.2079094318,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,53511.8306900533,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,GRC,Grèce,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,6039.25778202446,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,2605.14629919895,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,3464.94727841457,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ITA,Italie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,50483.9686549474,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,812.146160772024,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,664.582061836145,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,965.198315676957,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,14218.2598413553,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,10385.011227412,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,PRT,Portugal,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,3608.0377916333,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVK,République slovaque,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,1948.19455750911,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,1610.97291400252,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,17257.3712326993,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,8644.73896441795,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,1321.61159200965,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,1572.72090790179,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,475.426486640842,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,MLT,Malte,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,153.374137909079,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ROU,Roumanie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2015,,4538.44492031599,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,6359.77472067431,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,10229.3764795932,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,4609.52416312775,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,6956.8091681321,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,850.286884293901,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,5405.22648529609,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,61864.2756024111,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,58426.5184910506,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,GRC,Grèce,TAXREV,Tax revenue,CAT_ENE,Assiette relatives aux taxes sur l'énergie,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,6898.58179731945,,,,A,Normal value,,,2,Two,6,Millions,,,,
