STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,REF_AREA,Fréquence d'observation,MEASURE,Mesure,CATEGORY,Catégorie de recettes provenant des taxes liées à l'environnement,DOMAIN,Domaine de recettes provenant des taxes liées à l'environnement,UNIT_MEASURE,Unit of measure,ACTIVITY,Activité économique,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,PRICE_BASE,Type de prix,OBS_STATUS,Statut d'observation,OBS_STATUS_2,Statut d'observation 2,DECIMALS,Décimales,UNIT_MULT,Multiplicateur d'unité,REF_YEAR_PRICE,Reference year price,CURRENCY,Currency
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,34.3289362394448,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,7.81680155538254,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,1.21759403265406,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,MLT,Malte,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2016,,1.6260414854262,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,26.9459317130927,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,160.414640827209,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,61.5013049926603,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,268.596209781711,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,17.7122616445761,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,24.8529725225253,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,460.796704179003,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,10.1671251228513,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,76.5031012614662,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,1.32455046739368,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,29.9342757228125,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,44.2156974787109,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,11.4436641660537,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,2208.52551279714,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,550.62624460057,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,PRT,Portugal,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,28.9525833081728,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVK,République slovaque,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,3.07273114823949,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,46.9190230808202,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,59.4211979402196,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,20.5662496157463,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,32.6434286884456,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,8.2192463648897,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,5.42246673218734,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,MLT,Malte,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2017,,1.20186715757794,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,29.1551563084319,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,195.447887987001,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,117.767128978248,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,293.197417158232,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,19.7280728604257,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,31.8857581610213,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,529.775967075339,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,10.6285860536738,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,74.9634536726579,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,1.26964365181163,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,36.5629265016407,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,52.7567583084187,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,10.9072911990812,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,2335.9270237963,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,551.815108406768,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,PRT,Portugal,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,29.9572602692825,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVK,République slovaque,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,3.36926177901458,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SVN,Slovénie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,50.3535169062824,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,ESP,Espagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,60.9608457878489,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,SWE,Suède,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,18.0963669860532,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BGR,Bulgarie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,34.8453443400404,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HRV,Croatie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,11.2912411115175,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CYP,Chypre,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,7.55810563816801,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,MLT,Malte,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2018,,2.75599236371761,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,AUT,Autriche,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,26.1454685878866,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,BEL,Belgique,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,193.506828333447,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,CZE,Tchéquie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,75.5284589148689,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DNK,Danemark,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,311.004800233651,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,EST,Estonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,20.0864603412152,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FIN,Finlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,30.5467196408324,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,FRA,France,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,497.247471022942,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,DEU,Allemagne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,13.2811824525358,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,HUN,Hongrie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,67.2567536484804,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,IRL,Irlande,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,1.59241377605905,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LVA,Lettonie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,26.4120025520792,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LTU,Lituanie,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,49.6426406446921,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,LUX,Luxembourg,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,8.22238005636494,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,NLD,Pays-Bas,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,2241.86359798805,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Recettes provenant des taxes liées à l'environnement,I,A,Annuelle,POL,Pologne,TAXREV,Tax revenue,CAT_RES,Assiette relatives aux taxes sur les resources,_T,Environnement total,USD,Dollars des É-U,_Z,Non applicable,2013,,678.348538677634,,,,A,Normal value,,,2,Two,6,Millions,,,,
